term_str,n,max_pos,dfidf,tfidf
20393137,1,CD,6.807354922057604,0.00013658416777804182
2068,1,CD,6.807354922057604,0.00026541464917567074
2073,1,CD,6.807354922057604,0.0002032774403385572
20m,1,CD,6.807354922057604,0.00016977640966823633
20th,2,CD,11.614709844115207,0.00044629779643543427
21,5,CD,15.667177264009343,0.0007237952555164117
2128,2,CD,6.807354922057604,0.00029151057391476546
2136,4,CD,15.667177264009343,0.0005255560365340738
2138,1,CD,6.807354922057604,0.0002032774403385572
214729,1,NNP,6.807354922057604,0.0001482437918566551
21h,1,CD,6.807354922057604,0.00016977640966823633
21st,1,CD,6.807354922057604,0.00016977640966823633
22,2,CD,11.614709844115207,0.0003442646630616903
22d,1,CD,6.807354922057604,0.0002032774403385572
23,3,CD,6.807354922057604,0.000509329229004709
2368,1,CD,6.807354922057604,0.0002210180169499222
23d,1,CD,6.807354922057604,0.00018875762317151738
24,4,CD,11.614709844115207,0.0006510062130898308
24th,2,CD,11.614709844115207,0.0002768059138449212
25,2,CD,6.807354922057604,0.00033955281933647266
250000,3,CD,15.667177264009343,0.000766304007734176
2500000,1,VBD,6.807354922057604,0.00013658416777804182
250251,1,CD,6.807354922057604,0.00013658416777804182
25th,1,CD,6.807354922057604,0.00015994724910849633
26,2,CD,11.614709844115207,0.0013506823877027106
261,1,CD,6.807354922057604,0.00016977640966823633
264,1,CD,6.807354922057604,4.1773164715621034e-05
26th,1,CD,6.807354922057604,0.00023649787805925528
27,4,CD,15.667177264009343,0.0009273994047195466
27th,2,CD,11.614709844115207,0.00028375607450885956
28,1,CD,6.807354922057604,0.00016977640966823633
29,1,CD,6.807354922057604,0.00016977640966823633
290,1,CD,6.807354922057604,0.00015994724910849633
29th,1,CD,6.807354922057604,0.00016977640966823633
3,41,NN,54.08746830707199,0.0035904026191792044
30,6,CD,15.667177264009343,0.0008169416984156779
300000,1,CD,6.807354922057604,0.0006906813029685068
30th,5,CD,15.667177264009343,0.001421968294784654
31,5,CD,11.614709844115207,0.0006824293249519502
31st,1,CD,6.807354922057604,0.00016977640966823633
34,2,CD,11.614709844115207,0.00018047295551998975
38,1,CD,6.807354922057604,0.00021177684550950732
39,3,CD,6.807354922057604,0.000509329229004709
3d,2,CD,11.614709844115207,0.0002812872745200015
4,35,NN,49.70853654340483,0.003308786993326796
40,2,CD,6.807354922057604,0.0002964875837133102
419,1,CD,6.807354922057604,0.0005576142629470515
42,2,CD,6.807354922057604,0.0002964875837133102
435040,1,CD,6.807354922057604,0.00026541464917567074
45,3,CD,11.614709844115207,0.00041396271721875973
47,2,CD,6.807354922057604,0.0002964875837133102
48,1,CD,6.807354922057604,0.00021177684550950732
49,1,CD,6.807354922057604,0.00016977640966823633
4th,1,CD,6.807354922057604,0.00018035594854963978
5,29,NN,47.473738571075245,0.002691677957879796
50,1,CD,6.807354922057604,0.00016977640966823633
5000,2,CD,11.614709844115207,0.0002713030543853434
50000,1,CD,6.807354922057604,0.00012083489992291969
5109,1,CD,6.807354922057604,0.00016977640966823633
519,1,CD,6.807354922057604,0.00016977640966823633
51s40,1,CD,6.807354922057604,0.00016977640966823633
5232,2,CD,6.807354922057604,0.00033955281933647266
53,1,CD,6.807354922057604,0.00016977640966823633
5th,2,JJ,11.614709844115207,0.0002768059138449212
6,24,CD,40.389897650914655,0.002084333047514161
60000,1,VB,6.807354922057604,0.0001482437918566551
61,1,CD,6.807354922057604,4.1773164715621034e-05
6450,1,CD,6.807354922057604,0.00016977640966823633
68,1,CD,6.807354922057604,4.1773164715621034e-05
69,1,CD,6.807354922057604,4.1773164715621034e-05
7,21,CD,36.82715633762338,0.0017284232745273258
7230,1,CD,6.807354922057604,0.00018875762317151738
75000000,1,VB,6.807354922057604,0.00013658416777804182
79,1,CD,6.807354922057604,0.00021177684550950732
8,10,NN,28.0,0.0008317432935346179
83,1,CD,6.807354922057604,4.1773164715621034e-05
8429845,1,CD,6.807354922057604,0.00013658416777804182
85,1,NN,6.807354922057604,0.00016977640966823633
86,1,CD,6.807354922057604,0.00021177684550950732
88,1,CD,6.807354922057604,4.1773164715621034e-05
9,33,CD,36.82715633762338,0.0026973650048334043
930,1,CD,6.807354922057604,0.00021177684550950732
97,1,CD,6.807354922057604,0.0001731622639921043
99,1,CD,6.807354922057604,0.0001731622639921043
9th,1,CD,6.807354922057604,0.00015994724910849633
a,5724,DT,13.762817168783082,0.038271465984679676
aaron,1,NNP,6.807354922057604,0.0002337690563893408
aback,1,NN,6.807354922057604,0.0005331574970283211
abandon,1,VB,6.807354922057604,0.000428027849726962
abandoned,9,VBN,28.0,0.0010100247246585066
abashed,2,NN,11.614709844115207,0.0023010968890232473
abate,1,VB,6.807354922057604,0.00028269746354059815
abdomen,1,NNS,6.807354922057604,0.00016164881558837393
abel,1,NNP,6.807354922057604,0.00012083489992291969
abencerrages,1,NNP,6.807354922057604,0.00026541464917567074
aberration,1,NN,6.807354922057604,0.00020125812801731325
abeyance,1,NN,6.807354922057604,0.0004639691195513634
abhorred,1,JJ,6.807354922057604,0.00043414253329449
abhorrent,1,JJ,6.807354922057604,0.00028009195696418715
abide,2,RB,6.807354922057604,0.0007893500605354364
abideth,1,NN,6.807354922057604,0.0002337690563893408
abiding,3,VBG,15.667177264009343,0.0005411395052379401
abilities,6,NNS,25.334354528018686,0.0011121753606289917
ability,19,NN,38.66870905603738,0.002006604788165806
abjectly,2,RB,11.614709844115207,0.0003179421400938642
abjectness,2,NN,11.614709844115207,0.0005757023902043275
able,108,JJ,53.47367265417779,0.004292763981509281
ablest,1,JJS,6.807354922057604,0.0004025162560346265
ablution,1,NN,6.807354922057604,0.00016977640966823633
ablutions,1,NNS,6.807354922057604,0.00025863810494139834
ably,1,RB,6.807354922057604,0.0001726703257421267
abnegation,1,NN,6.807354922057604,0.00027255585049878295
abnormal,1,JJ,6.807354922057604,0.00018875762317151738
abnormally,1,RB,6.807354922057604,0.0005331574970283211
aboard,2,IN,6.807354922057604,0.0003453406514842534
abode,1,NN,6.807354922057604,0.0002575421807679178
abolish,1,VB,6.807354922057604,0.00023649787805925528
abolished,4,VBD,19.229419688230415,0.0007350501347899902
abolishing,3,VBG,15.667177264009343,0.0007693096664477887
abolition,2,NN,11.614709844115207,0.000517207428469981
abominable,1,JJ,6.807354922057604,0.0001881732342452898
abominably,1,RB,6.807354922057604,0.0002005939097730317
abominations,1,NN,6.807354922057604,0.00012083489992291969
abortive,1,JJ,6.807354922057604,0.0001726703257421267
abounded,2,VBD,11.614709844115207,0.00029884168053569745
abounding,1,VBG,6.807354922057604,0.0004639691195513634
about,426,IN,33.8269388031917,0.009770784625385118
aboutthe,1,JJ,6.807354922057604,0.00017824033624993726
above,74,IN,58.947477142150504,0.0040993864639939075
abraham,1,NNP,6.807354922057604,0.0004569921403099895
abreast,1,NN,6.807354922057604,0.00016164881558837393
abridging,1,VBG,6.807354922057604,0.0004025162560346265
abroad,20,NN,30.458839376460833,0.003242512724100604
abrupt,4,JJ,19.229419688230415,0.000958279217875186
abruptly,27,RB,47.473738571075245,0.0024644199422013493
abruptness,3,NN,15.667177264009343,0.000672945421848447
abscess,2,NN,11.614709844115207,0.000386425152881648
absence,12,NN,36.82715633762338,0.0013772359837462126
absent,2,NN,11.614709844115207,0.00033585555048425673
absented,1,VBN,6.807354922057604,4.1773164715621034e-05
absently,1,NN,6.807354922057604,0.0001731622639921043
absolute,16,JJ,36.82715633762338,0.0023623349174482374
absolutely,21,RB,46.2381653737235,0.0025178359577092127
absorb,2,RB,11.614709844115207,0.0002770505605640986
absorbed,19,VBN,36.82715633762338,0.0030401727957166014
absorbing,4,VBG,19.229419688230415,0.0005961229058468496
absorbingly,1,RB,6.807354922057604,0.0007792301879644693
absorption,4,NN,19.229419688230415,0.0021924475879577764
abstain,1,VBP,6.807354922057604,0.0002575421807679178
abstained,1,VBD,6.807354922057604,0.00027753403954898905
abstinence,1,NN,6.807354922057604,0.0002575421807679178
abstract,3,NN,6.807354922057604,0.0005662728695145522
abstracted,3,VBZ,15.667177264009343,0.00042883163938068795
abstraction,1,NN,6.807354922057604,0.00042208301848075416
abstractions,1,NNS,6.807354922057604,0.00013658416777804182
abstruse,1,NN,6.807354922057604,0.00017824033624993726
absurd,27,JJ,50.715787484855724,0.0022575071039351176
absurdities,3,NNS,11.614709844115207,0.00030803768601239635
absurdity,3,NN,15.667177264009343,0.0006833503572046105
abundance,7,NN,25.334354528018686,0.0009317415909135247
abundant,4,JJ,19.229419688230415,0.0010713453752878431
abundantly,3,RB,15.667177264009343,0.0006287196364185612
abuse,3,NN,15.667177264009343,0.0006707431070355653
abused,4,JJ,15.667177264009343,0.0008560603270064738
abuses,2,NNS,6.807354922057604,0.00030931274636757566
abusing,4,VBG,15.667177264009343,0.0008484824419745473
abusive,1,JJ,6.807354922057604,0.0002005939097730317
abysmal,8,JJ,19.229419688230415,0.0030846596136083716
abyss,19,NN,25.334354528018686,0.004222924569217097
abyss2,1,NN,6.807354922057604,0.00021104150924037708
abyssall,1,NN,6.807354922057604,0.00030852768863567817
abyssthis,1,JJ,6.807354922057604,0.00021104150924037708
academy,6,NN,19.229419688230415,0.0005476374343161495
acceded,1,VBD,6.807354922057604,0.0003946750302677182
accent,2,NN,11.614709844115207,0.001122324312395177
accented,1,JJ,6.807354922057604,0.00014575528695738273
accenting,1,VBG,6.807354922057604,0.00023649787805925528
accentuate,1,VB,6.807354922057604,0.00043414253329449
accept,18,VB,42.0,0.005001699898600965
acceptable,5,JJ,15.667177264009343,0.0007081596811529916
acceptance,3,NN,11.614709844115207,0.0006644632242474005
accepted,25,VBD,49.70853654340483,0.0021216513928147113
accepting,2,VBG,11.614709844115207,0.0008257904639696953
accepts,2,VBZ,6.807354922057604,0.0005451117009975659
access,4,NN,19.229419688230415,0.0006224411181640951
accessible,1,JJ,6.807354922057604,0.00016977640966823633
accession,2,NN,11.614709844115207,0.0002768059138449212
accessories,2,NNS,6.807354922057604,0.0006233841503715755
accident,21,NN,42.0,0.002956355830506668
accidental,3,JJ,15.667177264009343,0.0010493059798440672
accidentally,6,RB,19.229419688230415,0.0011494799239007603
accidents,13,NNS,32.73686928553762,0.0019198028529075293
accommodate,1,VB,6.807354922057604,0.00015465637318378783
accommodation,4,NN,19.229419688230415,0.0006227065884668471
accompanied,7,VBN,19.229419688230415,0.0006504902141860005
accompany,5,VB,22.42713413585121,0.0014096198670832867
accompanying,1,VBG,6.807354922057604,0.00015465637318378783
accomplish,7,VB,22.42713413585121,0.0009068934656099931
accomplished,12,VBN,38.66870905603738,0.0025897559008971243
accomplishes,1,VBZ,6.807354922057604,0.0002853518998179747
accomplishing,1,VBG,6.807354922057604,0.00021104150924037708
accomplishment,1,NN,6.807354922057604,0.00027255585049878295
accomplishments,2,NNS,11.614709844115207,0.0004567568894153692
accord,3,NN,15.667177264009343,0.0009199734296426716
accordance,7,NN,22.42713413585121,0.0012839469295443599
accorded,4,VBD,19.229419688230415,0.0006474321602079126
according,59,VBG,58.947477142150504,0.004226822842329702
accordingly,21,RB,40.389897650914655,0.0017391701385989571
accosted,2,VBD,11.614709844115207,0.00038488525672957343
account,49,NN,57.44791696179259,0.017675045441886555
accountants,1,NN,6.807354922057604,0.00012083489992291969
accounted,10,VBN,34.854268271702416,0.001878402283528827
accounting,2,NN,11.614709844115207,0.0012898014518257707
accounts,10,NNS,30.458839376460833,0.0012488687575763237
accredited,1,JJ,6.807354922057604,0.00031169207518578774
accumulate,1,VB,6.807354922057604,0.0001482437918566551
accumulated,4,VBN,19.229419688230415,0.0007392093419959462
accumulates,2,VBD,11.614709844115207,0.00035995368641756
accumulating,1,VBG,6.807354922057604,0.00015994724910849633
accumulation,7,NN,28.0,0.0008591478608451732
accumulations,4,NNS,11.614709844115207,0.0010855705493438758
accumulators,1,NN,6.807354922057604,0.00014167821599353987
accuracy,4,NN,19.229419688230415,0.0008153874544914935
accurate,6,JJ,25.334354528018686,0.000845025878320575
accurately,4,RB,15.667177264009343,0.001530067723522707
accusation,1,NN,6.807354922057604,0.00025863810494139834
accusations,1,NNS,6.807354922057604,0.00025863810494139834
accuse,1,VB,6.807354922057604,0.00012083489992291969
accused,3,VBN,6.807354922057604,0.0009447661346304964
accustom,2,VB,11.614709844115207,0.0015425434154082548
accustomed,18,VBN,44.91767875292167,0.003224028963808643
ache,5,NN,19.229419688230415,0.001305018963618321
ached,3,VBD,6.807354922057604,0.00043726586087214825
achieve,3,VB,15.667177264009343,0.0015745808992476097
achieved,4,VBN,19.229419688230415,0.0014093304061872456
achievement,10,NN,32.73686928553762,0.0012069365355131827
achievements,6,NNS,22.42713413585121,0.0009982664139325129
achieving,1,VBG,6.807354922057604,0.00019356673458990003
aching,3,VBG,11.614709844115207,0.0005444652467104615
acid,5,NN,11.614709844115207,0.0009446608281253331
acidity,1,NN,6.807354922057604,0.0004675381127786816
acids,1,NN,6.807354922057604,0.0004675381127786816
acknowledged,5,VBD,22.42713413585121,0.0008846387119318587
acknowledgment,1,NN,6.807354922057604,0.00018875762317151738
acoustically,2,RB,11.614709844115207,0.00043875028045159116
acquaint,1,VB,6.807354922057604,4.1773164715621034e-05
acquaintance,25,NN,42.0,0.003049990364183629
acquaintances,5,NNS,22.42713413585121,0.0010695341671086507
acquainted,16,VBN,32.73686928553762,0.001720552235870959
acquiesced,2,VBD,11.614709844115207,0.00020733001146942186
acquiescence,1,NN,6.807354922057604,0.00019356673458990003
acquiescent,1,JJ,6.807354922057604,0.00020125812801731325
acquire,7,VB,25.334354528018686,0.0010407300492767128
acquired,12,VBN,32.73686928553762,0.001654864434709966
acquirements,1,NNS,6.807354922057604,0.00025863810494139834
acquires,2,VBZ,6.807354922057604,8.354632943124207e-05
acquiring,1,VBG,6.807354922057604,0.0004535817512031985
acquisition,5,NN,22.42713413585121,0.0013275564552954599
acquisitive,1,JJ,6.807354922057604,0.00019356673458990003
acquit,4,VB,15.667177264009343,0.000964694814824982
acre,1,NN,6.807354922057604,0.0001973375151338591
acres,7,NNS,22.42713413585121,0.000946407115792988
acrid,1,JJ,6.807354922057604,0.00014575528695738273
across,61,IN,54.77979530182931,0.003963239450075218
act,36,NN,52.52723821801359,0.0035991599421547524
acted,7,VBD,28.0,0.0023288971979780583
acting,5,VBG,19.229419688230415,0.003937380835064092
action,26,NN,48.62912076366635,0.0023340316888844363
actions,2,NN,11.614709844115207,0.0003917708613042562
active,13,JJ,34.854268271702416,0.0029741325044823886
activities,6,NNS,25.334354528018686,0.0013682117002635323
activity,8,NN,25.334354528018686,0.001158878838412904
actors,2,NN,11.614709844115207,0.0007416052930006013
acts,8,NNS,25.334354528018686,0.0010406363343383551
actual,24,JJ,44.91767875292167,0.00292644585119889
actualize,1,VB,6.807354922057604,8.834295735643693e-05
actually,31,RB,54.08746830707199,0.003941868535742845
actuate,1,VB,6.807354922057604,0.00031492204487683215
actuated,3,VBN,15.667177264009343,0.00042468816723727226
acute,5,JJ,22.42713413585121,0.0014706113168630633
acutely,1,RB,6.807354922057604,4.1773164715621034e-05
acuteness,3,NN,11.614709844115207,0.0007816350114679012
ad,33,NNP,46.2381653737235,0.002855677460786927
adagio,1,NN,6.807354922057604,0.0009209084039580092
adam,1,NNP,6.807354922057604,0.00015994724910849633
adams,1,NNP,6.807354922057604,0.00018875762317151738
adapt,1,VB,6.807354922057604,0.0004025162560346265
adaptation,2,NN,11.614709844115207,0.0002230901211601852
adaptations,1,NNS,6.807354922057604,0.0002701331318276827
adapted,14,VBN,32.73686928553762,0.001722922145344525
add,15,VB,42.0,0.0018254765160182157
adda,1,VBP,6.807354922057604,0.0001482437918566551
addaway,1,NNP,6.807354922057604,4.1773164715621034e-05
added,71,VBD,59.38687719628677,0.004759249496368985
addicted,1,NN,6.807354922057604,4.1773164715621034e-05
adding,8,VBG,30.458839376460833,0.0012802300934924877
addition,18,NN,43.506964896736285,0.002180573937263618
additional,12,JJ,32.73686928553762,0.0015524223721374018
additions,2,NNS,11.614709844115207,0.0008012123320025973
address,11,NN,28.0,0.0013744992458333374
addressed,7,VBD,28.0,0.001208633024134356
addresses,2,VBZ,11.614709844115207,0.0003025126579485963
addressing,5,VBG,19.229419688230415,0.0007365506527579084
adds,2,VBZ,11.614709844115207,0.00034244960804341384
adduce,1,VB,6.807354922057604,0.00033213089978813444
adduced,1,VBN,6.807354922057604,4.1773164715621034e-05
adept,2,JJ,6.807354922057604,0.0006233841503715755
adequate,7,JJ,28.0,0.0013916401385527534
adhered,1,VBD,6.807354922057604,0.00025863810494139834
adherents,1,NNS,6.807354922057604,0.0002210180169499222
adhesion,1,NN,6.807354922057604,0.00018875762317151738
adieu,2,VB,11.614709844115207,0.0005039850759504872
adjacent,1,JJ,6.807354922057604,0.00027753403954898905
adjective,2,JJ,11.614709844115207,0.0003472909494720984
adjoining,2,NN,11.614709844115207,0.000523396260126257
adjourned,1,VBP,6.807354922057604,0.0001482437918566551
adjudged,2,VBD,6.807354922057604,0.001115228525894103
adjudicate,1,VB,6.807354922057604,0.00031492204487683215
adjurations,1,VB,6.807354922057604,0.00012083489992291969
adjust,4,VB,15.667177264009343,0.0006830255179835497
adjusted,10,VBN,30.458839376460833,0.0008842305081614692
adjusting,4,VBG,19.229419688230415,0.0006530096366507721
adjustment,4,NN,19.229419688230415,0.00074762232760591
adjustments,1,NNS,6.807354922057604,0.0001881732342452898
administered,5,VBN,22.42713413585121,0.0007002910272268855
administration,14,NN,19.229419688230415,0.0029423098827178755
administrative,1,JJ,6.807354922057604,0.000428027849726962
admirable,5,JJ,22.42713413585121,0.003989071159961881
admiration,17,NN,40.389897650914655,0.0018643626019647936
admire,5,VB,22.42713413585121,0.0007486185856441228
admired,3,VBD,15.667177264009343,0.0006567766512776791
admirer,2,NN,11.614709844115207,0.00046928172059779416
admires,1,NNS,6.807354922057604,0.00023929116008357718
admiring,2,VBG,11.614709844115207,0.0009112785449556491
admission,4,NN,15.667177264009343,0.0006434285839559207
admit,24,VB,49.70853654340483,0.0031838324019756933
admittance,2,NN,6.807354922057604,0.0007067436588514954
admitted,13,VBD,30.458839376460833,0.0017911879366617634
adopt,2,VB,11.614709844115207,0.000545142998915766
adopted,4,VBN,19.229419688230415,0.0007247958651520304
adopting,3,VBG,15.667177264009343,0.0006398523541408278
adoption,1,NN,6.807354922057604,0.00018252238637005586
adorable,1,JJ,6.807354922057604,0.0003946750302677182
adorn,1,VB,6.807354922057604,0.0002575421807679178
adornment,1,NN,6.807354922057604,0.0004639691195513634
adrift,2,NN,11.614709844115207,0.0004653717208010203
adroitness,3,NN,11.614709844115207,0.00030803768601239635
adulteration,1,NN,6.807354922057604,0.00014167821599353987
adults,4,NNS,19.229419688230415,0.0035077112048169123
adumbrations,2,NN,11.614709844115207,0.002746741080335565
advance,17,NN,43.506964896736285,0.0025917935368136207
advanced,14,VBD,36.82715633762338,0.0015640498991782985
advancement,3,NN,11.614709844115207,0.0002396220258732383
advances,4,NNS,19.229419688230415,0.0005271168993833969
advancing,6,VBG,22.42713413585121,0.0008117860966964001
advantage,19,NN,46.2381653737235,0.0026121105535752745
advantageous,4,NN,19.229419688230415,0.0006542932240347371
advantageously,2,NNS,6.807354922057604,8.354632943124207e-05
advantages,10,NNS,34.854268271702416,0.001280972743158375
adventists,1,NNP,6.807354922057604,0.000303899773306143
adventure,11,NN,25.334354528018686,0.004142982481577771
adventurers,1,NNS,6.807354922057604,0.0001482437918566551
adventures,14,NN,28.0,0.0208976098007144
adventuresses,1,VB,6.807354922057604,0.00014167821599353987
adversaries,2,NN,11.614709844115207,0.000523396260126257
adversary,2,NN,11.614709844115207,0.0005944071984035394
adverse,2,VBP,11.614709844115207,0.0004213552664439259
adverted,1,VBN,6.807354922057604,0.00015465637318378783
advertise,3,VB,11.614709844115207,0.0005880010898305979
advertised,3,VBD,11.614709844115207,0.0007243097879506434
advertisement,1,NN,6.807354922057604,0.00040519969774152403
advertisements,4,NN,11.614709844115207,0.0005824507091215873
advertising,11,NN,19.229419688230415,0.0014606877787696972
advice,10,NN,25.334354528018686,0.0011778572674343002
advisable,1,JJ,6.807354922057604,4.1773164715621034e-05
advise,2,VB,11.614709844115207,0.0006162852785967724
advised,1,VBD,6.807354922057604,0.00030852768863567817
advisedly,1,RB,6.807354922057604,0.0001482437918566551
advocate,1,VBP,6.807354922057604,0.00013658416777804182
advocated,2,VBD,6.807354922057604,0.00038713346917980005
advocates,4,NN,15.667177264009343,0.0008566450894501117
adze,2,NN,6.807354922057604,0.00031989449821699266
aegos,1,NNP,6.807354922057604,4.1773164715621034e-05
aeons,1,NNS,6.807354922057604,0.00040519969774152403
aerial,10,JJ,22.42713413585121,0.0009680075698770115
aerolite,1,NN,6.807354922057604,0.00016977640966823633
aerolites,3,NN,15.667177264009343,0.00029058415747345494
aesculapius,1,NNP,6.807354922057604,0.00033213089978813444
aesop,1,NNP,6.807354922057604,4.1773164715621034e-05
aesthetically,1,RB,6.807354922057604,0.0002813886789871695
affair,13,NN,32.73686928553762,0.0015897772188294757
affairs,29,NN,49.70853654340483,0.0026302737619912147
affect,10,VB,32.73686928553762,0.0018284535799627613
affectation,2,NN,11.614709844115207,0.0005024451797984126
affected,19,VBN,42.0,0.0022888453371160897
affecting,5,VBG,22.42713413585121,0.0014398610185166162
affection,8,NN,25.334354528018686,0.0011504964894657546
affectionate,3,JJ,15.667177264009343,0.0005015621986719744
affections,3,NN,15.667177264009343,0.000688916876682292
affects,3,VBZ,15.667177264009343,0.0006208441855562448
affiliated,1,VBN,6.807354922057604,0.0001726703257421267
affiliation,1,NN,6.807354922057604,0.0002005939097730317
affiliations,1,NN,6.807354922057604,0.000303899773306143
affinities,1,JJ,6.807354922057604,0.00033213089978813444
affinity,1,NNS,6.807354922057604,0.0001973375151338591
affirmation,1,NN,6.807354922057604,0.00013658416777804182
affirmative,2,NN,11.614709844115207,0.000464252339105901
affirmed,3,VBD,15.667177264009343,0.0004396379189435075
afflicted,1,NN,6.807354922057604,0.00033213089978813444
affliction,2,NN,6.807354922057604,0.0008441660369615083
affluent,1,JJ,6.807354922057604,0.00012083489992291969
afford,25,VB,46.2381653737235,0.0026958766699646287
afforded,13,VBD,32.73686928553762,0.0017645320099177215
affording,5,VBG,19.229419688230415,0.0008151208887689924
affords,5,NNS,22.42713413585121,0.001096844491124326
aflame,1,JJ,6.807354922057604,0.00020125812801731325
afoot,1,VBP,6.807354922057604,0.00021104150924037708
